name,score,brewer,abv,link,note
Pomegranite State,,Night Shift Brewing Company,6.4,http://www.beeradvocate.com/search/?q=Pomegranite+State&qt=beer,No score yet
Ransom Note,,Night Shift Brewing Company,10.2,https://www.beeradvocate.com/beer/profile/39308/282940/,No score yet
Sombra,,Night Shift Brewing Company,6.5,https://www.beeradvocate.com/beer/profile/30581/402627/,No score yet
Left Of The Dial Ipa,,Notch Brewing Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Notch Session Pils,,Notch Brewing Company,?,none,couldn't find BeerAdvocate page
Zwickle Beer,,Notch Brewing Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Melon Mania,,Opa Opa Brewing Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Somewhere Over There,,Shire Breu-hous,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Twine Cutter,,Shovel Town Brewery,6.2,http://www.beeradvocate.com/search/?q=Twine+Cutter&qt=beer,No score yet
The Future Is Unwritten,,Small Change Beer Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Whatever's Cool With Me,,Small Change Beer Company,?,none,couldn't find BeerAdvocate page
Back Pocket Beer,,Springdale Beer Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Airwaves,,Stellwagen Beer Company,7.1,https://www.beeradvocate.com/beer/profile/68/236301/,No score yet
Cymbals Pale Ale,,Stellwagen Beer Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Distant Wind,,Stellwagen Beer Company,5.6,http://www.beeradvocate.com/search/?q=Distant+Wind&qt=beer,No score yet
Möre Ümläüt,,Stellwagen Beer Company,?,none,couldn't find BeerAdvocate page
Not Sorry,,Stellwagen Beer Company,6.9,https://www.beeradvocate.com/beer/profile/53837/462115/,No score yet
Whale Watcher,,Stellwagen Beer Company,4.5,https://www.beeradvocate.com/beer/profile/53837/394523/,No score yet
The People's Pilsner,,The People\'s Pint,?,none,couldn't find BeerAdvocate page
Fruit Series: Peach Saison,,The Spencer Brewery,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Monks' Reserve Ale,,The Spencer Brewery,?,none,couldn't find BeerAdvocate page
Bell's Porter,,Bell\'s Brewery,?,none,couldn't find BeerAdvocate page
Lager Of The Lakes,,Bell\'s Brewery,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Official,,Bell\'s Brewery,4.8,https://www.beeradvocate.com/beer/profile/42543/192510/,No score yet
Más Agave,,Founders Brewing Company,?,none,couldn't find BeerAdvocate page
Mas Agave Grapefruit,,Founders Brewing Company,?,none,couldn't find BeerAdvocate page
Unraveled Ipa,,Founders Brewing Company,?,none,couldn't find BeerAdvocate page
Co-operation Ale,,Jolly Pumpkin Artisan Ales,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Dragon's Milk,,New Holland Brewing Company,?,none,couldn't find BeerAdvocate page
Rvp Vanilla Porter,,Great North Aleworks,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Brown Owl,,Northwoods Brewing Company,5.6,https://www.beeradvocate.com/beer/profile/54955/462461/,No score yet
Fork Knife,,Northwoods Brewing Company,4.2,https://www.beeradvocate.com/beer/profile/54955/474513/,No score yet
Mac & Margie,,Northwoods Brewing Company,?,none,couldn't find BeerAdvocate page
Tall Tall Trees: Volumne 4,,Northwoods Brewing Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Adem,,Schilling Beer Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Alexandr '10,,Schilling Beer Company,?,none,couldn't find BeerAdvocate page
Dorst,,Schilling Beer Company,4.8,https://www.beeradvocate.com/beer/profile/32906/388851/,No score yet
Eratus,,Schilling Beer Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Paulus,,Schilling Beer Company,4.7,https://www.beeradvocate.com/beer/profile/32906/142860/,No score yet
Poppy's Moonship: Blackberries,,Schilling Beer Company,?,none,couldn't find BeerAdvocate page
Resilience: Geppetto,,Schilling Beer Company,?,none,couldn't find BeerAdvocate page
Ziegenmensch,,Schilling Beer Company,6.5,http://www.beeradvocate.com/search/?q=Ziegenmensch&qt=beer,No score yet
Blueberry Thrill Sour,,Smuttynose Brewing Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Vunderbar Pilsner,,Smuttynose Brewing Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
B.D.G. Table Ale,,Carton Brewing Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
The Hook,,Carton Brewing Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Power Moves,,Magnify Brewing Company,5.5,https://www.beeradvocate.com/beer/profile/42560/337395/,No score yet
Apripeche,,Brewery Ommegang,6.3,https://www.beeradvocate.com/beer/profile/42/478389/,No score yet
Ommegang Witte,,Brewery Ommegang,?,none,couldn't find BeerAdvocate page
Brooklyn Pilsner,,Brooklyn Brewery,4.0,https://www.beeradvocate.com/beer/profile/45/40162/,No score yet
Crispy Morning,,Finback Brewery,5.2,http://www.beeradvocate.com/search/?q=Crispy+Morning&qt=beer,No score yet
Orange Cream Crush,,Finback Brewery,8.0,http://www.beeradvocate.com/search/?q=Orange+Cream+Crush&qt=beer,No score yet
Shiny Feature,,Finback Brewery,7.5,http://www.beeradvocate.com/search/?q=Shiny+Feature&qt=beer,No score yet
18-watt,,Singlecut Beersmiths,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Charlie's Good Tonight,,Singlecut Beersmiths,?,none,couldn't find BeerAdvocate page
Kim,,Singlecut Beersmiths,8.7,https://www.beeradvocate.com/beer/profile/28091/162012/,No score yet
Tdh Shoegazer,,Singlecut Beersmiths,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Weird & Gilly,,Singlecut Beersmiths,?,http://www.beeradvocate.com/search/?q=Weird+&+Gilly&qt=beer,
Working Man's Cut,,Singlecut Beersmiths,?,none,couldn't find BeerAdvocate page
Super Baja Jammer,,Sixpoint Brewery,8.0,http://www.beeradvocate.com/search/?q=Super+Baja+Jammer&qt=beer,No score yet
Black Ops,,The Brooklyn Brewery,7.5,https://www.beeradvocate.com/beer/profile/282/66171/,No score yet
Brooklyn Brown,,The Brooklyn Brewery,6.0,https://www.beeradvocate.com/beer/profile/45/72272/,No score yet
Brooklyn Lager,,The Brooklyn Brewery,3.5,https://www.beeradvocate.com/beer/profile/45/409197/,No score yet
Rose De Ville,,The Brooklyn Brewery,?,none,couldn't find BeerAdvocate page
The Stonewall Inn Ipa,,The Brooklyn Brewery,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Total Request,,The Brooklyn Brewery,7.5,http://www.beeradvocate.com/search/?q=Total+Request&qt=beer,No score yet
Arbiter Of Fun,,Three Brewing,4.9,https://www.beeradvocate.com/beer/profile/37460/295941/,No score yet
Bba El Paraiso,,Wicked Weed Brewing Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Garcon De Ferme,,Wicked Weed Brewing Company,?,none,couldn't find BeerAdvocate page
The Gadget,,Urban Artifact Brewing,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Ageless Fire,,Trve Brewing Company,5.7,http://www.beeradvocate.com/search/?q=Ageless+Fire&qt=beer,No score yet
Chocolate Stout Nitro,,Rogue Ales,5.8,https://www.beeradvocate.com/beer/profile/132/469224/,No score yet
Hanging Gardens,,Brewgentlemen,6.8,https://www.beeradvocate.com/beer/profile/44253/346940/,No score yet
Queen Of The Yellow Dolls,,Strange Roots Experimental Ales,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Dreamweaver,,Troegs Brewing Company,9.5,https://www.beeradvocate.com/beer/profile/32810/111531/,No score yet
Wisdom's Hour,,Victory Brewing Company,?,none,couldn't find BeerAdvocate page
Del's Shandy,,Narragansett,?,none,couldn't find BeerAdvocate page
Derivative | Waimea,,Proclamation Ale Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Tendril Ipa,,Proclamation Ale Company,?,none,couldn't find BeerAdvocate page
Rise Apa,,Whalers Brewing Company,6.0,https://www.beeradvocate.com/beer/profile/47527/312170/,No score yet
Yacht Party,,Charles Towne Fermentory,4.2,https://www.beeradvocate.com/beer/profile/46757/398640/,No score yet
Directions To See A Ghost,,Burlington Beer Company,6.8,https://www.beeradvocate.com/beer/profile/55604/403852/,No score yet
Incantations (2020),,Burlington Beer Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Mahogany & Tweed,,Burlington Beer Company,?,none,couldn't find BeerAdvocate page
Reflected Symmetry,,Burlington Beer Company,?,none,couldn't find BeerAdvocate page
Seances & Sacrifices,,Burlington Beer Company,12.5,http://www.beeradvocate.com/search/?q=Seances+&+Sacrifices&qt=beer,No score yet
Party Jam Blueberry,,Hermit Thrush Brewery,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Party Jam Passion Fruit,,Hermit Thrush Brewery,5.9,http://www.beeradvocate.com/search/?q=Party+Jam+Passion+Fruit&qt=beer,No score yet
Party Jam Peach,,Hermit Thrush Brewery,5.9,http://www.beeradvocate.com/search/?q=Party+Jam+Peach&qt=beer,No score yet
Party Jam Plum,,Hermit Thrush Brewery,5.9,http://www.beeradvocate.com/search/?q=Party+Jam+Plum&qt=beer,No score yet
Party Jam Strawberry,,Hermit Thrush Brewery,5.9,https://www.beeradvocate.com/beer/profile/37303/459618/,No score yet
Lawson's Super Session Series,,Lawson\'s Finest Liquids,?,none,couldn't find BeerAdvocate page
Lost Nation Mosaic- 16oz Can,,Lost Nation Brewing Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Rutland Red,,Rutland Beerworks,5.0,https://www.beeradvocate.com/beer/profile/52065/424950/,No score yet
Vertigo Double Ipa,,Rutland Beerworks,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Karsten Lager,,Switchback Brewing Company,?,none,couldn't find BeerAdvocate page
Bobolink,,Zero Gravity Craft Brewery,3.5,https://www.beeradvocate.com/beer/profile/28820/440747/,No score yet
Cone Head,,Zero Gravity Craft Brewery,8.5,https://www.beeradvocate.com/beer/profile/45235/483078/,No score yet
Funkytown,,Zero Gravity Craft Brewery,5.9,https://www.beeradvocate.com/beer/profile/9784/328516/,No score yet
The Breeze,,Halyard Brewing Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
True Ginger Beer,,Halyard Brewing Company,?,none,couldn't find BeerAdvocate page
Volcanic Juice,,Halyard Brewing Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Les Chalmeurs,,E9 Brewing Company,6.3,http://www.beeradvocate.com/search/?q=Les+Chalmeurs&qt=beer,No score yet
Cliffbreaks Blend 19,,Snowdrift Cider Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
In The Icebox,,Three Magnets Brewing Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
Mudpuppy Porter,,Central Waters Brewing Company,?,https://www.beeradvocate.com/community/login/,"multiple results, guessed best match"
